	-1
escape	5.64
someone	5.3
else	4.76
on	5.56
the	4.98
other	5.04
side	5.12
have	5.82
to	4.98
shovel	-1
it	5.02
into	5.04
a	5.24
wheelbarrow	-1
if	4.66
you	6.24
stay	5.56
in	5.5
there	5.1
for	5.22
more	6.24
than	4.74
thirty	5.79
minute	5.5
you	6.24
get	5.92
too	5.22
hot	5.02
and	5.22
die	1.74
thirty	5.79
people	6.16
start	6.1
out	4.62
at	4.9
the	4.98
begin	6.28
of	4.94
the	4.98
week	5.08
by	4.98
the	4.98
third	5.3
day	6.24
five	5.24
people	6.16
be	5.68
left	4.64
at	4.9
the	4.98
end	4.36
of	4.94
the	4.98
week	5.08
it	5.02
be	5.68
just	5.76
musk	-1
and	5.22
two	5.4
other	5.04
men	5.94
do	5.76
the	4.98
work	5.24
as	5.22
musk	-1
make	6.0
his	5.56
way	5.24
around	5.62
canada	5.98
his	5.56
brother	7.22
sister	6.76
and	5.22
mother	7.68
be	5.68
figure	5.5
out	4.62
how	4.68
to	4.98
get	5.92
there	5.1
as	5.22
well	6.68
when	4.96
kimbal	-1
and	5.22
elon	-1
eventually	5.28
reunite	-1
in	5.5
canada	5.98
their	5.16
headstrong	-1
playful	-1
nature	7.24
bloom	7.24
elon	-1
end	4.36
up	6.14
enrol	-1
at	4.9
queen	6.24
s	5.04
university	6.74
in	5.5
kingston	-1
ontario	-1
in	5.5
he	5.42
picked	6.08
queen	6.24
s	5.04
over	4.82
the	4.98
university	6.74
of	4.94
waterloo	-1
because	5.0
he	5.42
felt	5.48
there	5.1
be	5.68
more	6.24
good	7.2
look	5.54
woman	6.84
at	4.9
queen	6.24
s	5.04
outside	5.8
of	4.94
his	5.56
study	6.12
elon	-1
would	5.38
read	6.52
the	4.98
newspaper	6.32
alongside	-1
kimbal	-1
and	5.22
the	4.98
two	5.4
of	4.94
them	4.92
would	5.38
identify	5.58
interest	6.36
people	6.16
they	5.62
would	5.38
like	7.22
to	4.98
meet	6.38
they	5.62
then	5.34
take	5.18
turn	5.2
cold	4.22
call	5.74
these	5.1
people	6.16
to	4.98
ask	5.2
if	4.66
they	5.62
be	5.68
available	6.58
to	4.98
have	5.82
lunch	7.42
among	5.66
the	4.98
harass	-1
be	5.68
the	4.98
head	5.96
of	4.94
marketing	5.2
for	5.22
the	4.98
toronto	5.82
blue	5.66
jay	5.44
baseball	5.84
team	6.26
a	5.24
business	5.94
writer	5.96
for	5.22
the	4.98
globe	6.28
and	5.22
mail	6.36
and	5.22
a	5.24
top	6.76
executive	5.58
at	4.9
the	4.98
bank	5.92
of	4.94
nova	5.3
scotia	-1
peter	5.42
nicholson	-1
nicholson	-1
remember	6.42
the	4.98
boy	6.24
call	5.74
well	6.68
i	5.92
be	5.68
not	3.86
in	5.5
the	4.98
habit	5.48
of	4.94
get	5.92
out	4.62
of	4.94
the	4.98
blue	5.66
request	5.34
he	5.42
say	5.54
i	5.92
be	5.68
perfectly	7.28
prepared	6.74
to	4.98
have	5.82
lunch	7.42
with	5.72
a	5.24
couple	7.3
of	4.94
kid	6.84
that	4.94
have	5.82
that	4.94
kind	7.24
of	4.94
gumption	-1
it	5.02
take	5.18
six	5.34
month	5.18
to	4.98
get	5.92
on	5.56
nicholson	-1
s	5.04
calendar	5.3
but	4.24
sure	6.32
enough	5.46
the	4.98
musk	-1
brother	7.22
make	6.0
a	5.24
three	5.72
hour	5.32
train	5.98
ride	6.14
and	5.22
show	6.24
up	6.14
on	5.56
time	5.74
nicholson	-1
s	5.04
first	6.82
exposure	4.82
to	4.98
the	4.98
musk	-1
brother	7.22
left	4.64
him	5.54
with	5.72
an	4.84
impression	5.94
many	5.82
would	5.38
share	6.78
both	5.9
present	6.96
themselves	5.02
well	6.68
and	5.22
be	5.68
polite	-1
elon	-1
though	4.78
clearly	6.18
come	5.82
off	4.02
as	5.22
the	4.98
geekier	-1
more	6.24
awkward	3.62
counterpoint	-1
to	4.98
the	4.98
charismatic	-1
personable	-1
kimbal	-1
i	5.92
become	5.7
more	6.24
impressed	7.24
and	5.22
fascinate	-1
as	5.22
i	5.92
talk	6.06
to	4.98
them	4.92
nicholson	-1
say	5.54
they	5.62
be	5.68
so	5.08
determine	5.8
nicholson	-1
end	4.36
up	6.14
offering	6.32
elon	-1
a	5.24
summer	6.4
internship	-1
at	4.9
the	4.98
bank	5.92
and	5.22
become	5.7
his	5.56
trust	7.22
advisor	-1
not	3.86
long	4.74
after	5.08
their	5.16
initial	5.42
meeting	5.46
elon	-1
invite	6.64
peter	5.42
nicholson	-1
s	5.04
daughter	7.04
christie	-1
to	4.98
his	5.56
birthday	7.78
party	7.58
christie	-1
show	6.24
up	6.14
at	4.9
maye	-1
s	5.04
toronto	5.82
apartment	5.6
with	5.72
a	5.24
jar	5.12
of	4.94
homemade	7.34
lemon	6.16
curd	-1
in	5.5
hand	5.9
and	5.22
be	5.68
greet	6.66
by	4.98
elon	-1
and	5.22
about	5.16
fifteen	5.86
other	5.04
people	6.16
elon	-1
have	5.82
never	3.34
met	5.82
christie	-1
before	5.1
but	4.24
he	5.42
go	5.54
right	6.54
up	6.14
to	4.98
her	5.84
and	5.22
lead	6.28
her	5.84
to	4.98
a	5.24
couch	6.06
then	5.34
i	5.92
believe	6.7
the	4.98
second	5.38
sentence	5.22
out	4.62
of	4.94
his	5.56
mouth	5.8
be	5.68
i	5.92
think	6.2
a	5.24
lot	5.78
about	5.16
electric	5.66
car	6.72
christie	-1
say	5.54
and	5.22
then	5.34
he	5.42
turn	5.2
to	4.98
me	6.58
and	5.22
say	5.54
do	5.76
you	6.24
think	6.2
about	5.16
electric	5.66
car	6.72
the	4.98
conversation	6.24
left	4.64
christie	-1
who	5.06
be	5.68
now	5.9
a	5.24
science	6.86
writer	5.96
with	5.72
the	4.98
distinct	6.06
impression	5.94
that	4.94
musk	-1
be	5.68
handsome	7.54
affable	-1
and	5.22
a	5.24
tremendous	6.72
nerd	4.8
for	5.22
whatever	4.58
reason	5.54
i	5.92
be	5.68
so	5.08
struck	3.5
by	4.98
that	4.94
moment	5.68
on	5.56
the	4.98
sofa	6.04
she	6.18
say	5.54
you	6.24
could	5.52
tell	5.42
that	4.94
this	5.06
person	5.54
be	5.68
very	6.12
different	5.38
he	5.42
captivate	-1
me	6.58
in	5.5
that	4.94
way	5.24
with	5.72
her	5.84
angular	-1
feature	5.98
and	5.22
blond	-1
hair	6.04
christie	-1
fit	6.22
musk	-1
s	5.04
type	5.56
and	5.22
the	4.98
two	5.4
stayed	5.4
in	5.5
touch	6.4
during	5.2
musk	-1
s	5.04
time	5.74
in	5.5
canada	5.98
they	5.62
never	3.34
really	5.84
date	6.32
but	4.24
christie	-1
found	6.54
musk	-1
interest	6.36
enough	5.46
to	4.98
have	5.82
lengthy	-1
conversation	6.24
with	5.72
him	5.54
on	5.56
the	4.98
phone	6.44
one	5.4
night	6.22
he	5.42
told	5.08
me	6.58
if	4.66
there	5.1
be	5.68
a	5.24
way	5.24
that	4.94
i	5.92
could	5.52
not	3.86
eat	7.04
so	5.08
i	5.92
could	5.52
work	5.24
more	6.24
i	5.92
would	5.38
not	3.86
eat	7.04
i	5.92
wish	6.92
there	5.1
be	5.68
a	5.24
way	5.24
to	4.98
get	5.92
nutrient	-1
without	3.54
sit	5.36
down	3.66
for	5.22
a	5.24
meal	7.18
the	4.98
enormity	-1
of	4.94
his	5.56
work	5.24
ethic	-1
at	4.9
that	4.94
age	4.88
and	5.22
his	5.56
intensity	5.89
jumped	5.56
out	4.62
it	5.02
seem	5.24
like	7.22
one	5.4
of	4.94
the	4.98
more	6.24
unusual	4.44
thing	5.58
i	5.92
have	5.82
ever	5.42
heard	5.36
a	5.24
deeper	5.86
relationship	7.04
during	5.2
this	5.06
stint	-1
in	5.5
canada	5.98
arose	6.38
between	5.1
musk	-1
and	5.22
justine	-1
wilson	5.44
a	5.24
fellow	5.5
student	6.58
at	4.9
queen	6.24
s	5.04
leggy	-1
with	5.72
long	4.74
brown	5.44
hair	6.04
wilson	5.44
radiate	-1
romance	7.5
and	5.22
sexual	6.2
energy	7.22
justine	-1
have	5.82
already	5.28
fall	4.04
in	5.5
love	8.42
with	5.72
an	4.84
old	3.98
man	5.9
and	5.22
then	5.34
ditch	4.34
him	5.54
to	4.98
go	5.54
to	4.98
college	6.94
her	5.84
next	5.62
conquest	5.4
be	5.68
meant	5.44
to	4.98
wear	5.94
a	5.24
leather	5.56
jacket	6.2
and	5.22
be	5.68
a	5.24
damage	2.58
james	5.28
dean	5.28
sort	5.28
as	5.22
fortune	7.3
would	5.38
have	5.82
it	5.02
however	4.7
the	4.98
clean	6.9
cut	3.42
posh	-1
sound	5.86
musk	-1
spot	5.26
wilson	5.44
on	5.56
campus	6.04
and	5.22
go	5.54
right	6.54
to	4.98
work	5.24
try	6.02
to	4.98
date	6.32
her	5.84
she	6.18
look	5.54
pretty	7.32
great	7.88
musk	-1
say	5.54
she	6.18
be	5.68
also	5.42
smart	7.48
and	5.22
this	5.06
intellectual	6.98
with	5.72
sort	5.28
of	4.94
an	4.84
edge	4.98
she	6.18
have	5.82
a	5.24
black	4.88
belt	5.06
in	5.5
tae	-1
kwon	-1
do	5.76
and	5.22
be	5.68
semi	5.27
bohemian	-1
and	5.22
you	6.24
know	6.1
like	7.22
the	4.98
hot	5.02
chick	5.94
on	5.56
campus	6.04
he	5.42
make	6.0
his	5.56
first	6.82
move	5.72
just	5.76
outside	5.8
of	4.94
her	5.84
dorm	-1
where	5.02
he	5.42
pretend	4.64
to	4.98
have	5.82
bumped	-1
into	5.04
her	5.84
by	4.98
accident	2.32
and	5.22
then	5.34
remind	5.32
her	5.84
that	4.94
they	5.62
have	5.82
met	5.82
previously	4.52
at	4.9
a	5.24
party	7.58
justine	-1
only	4.92
one	5.4
week	5.08
into	5.04
school	6.26
agree	6.7
to	4.98
musk	-1
s	5.04
proposal	6.6
of	4.94
an	4.84
ice	5.8
cream	6.8
date	6.32
when	4.96
he	5.42
arrive	6.32
to	4.98
pick	5.6
up	6.14
wilson	5.44
musk	-1
found	6.54
a	5.24
note	5.42
on	5.56
the	4.98
dorm	-1
room	5.52
door	5.38
notify	-1
him	5.54
that	4.94
he	5.42
d	4.72
be	5.68
stood	4.94
up	6.14
it	5.02
say	5.54
that	4.94
she	6.18
have	5.82
to	4.98
go	5.54
study	6.12
for	5.22
an	4.84
exam	4.18
and	5.22
couldn	4.49
t	4.84
make	6.0
it	5.02
and	5.22
that	4.94
she	6.18
be	5.68
sorry	3.66
musk	-1
say	5.54
musk	-1
then	5.34
hunt	4.32
down	3.66
justine	-1
s	5.04
best	7.18
friend	7.66
and	5.22
do	5.76
some	5.02
research	6.46
ask	5.2
where	5.02
justine	-1
usually	5.66
study	6.12
and	5.22
what	4.8
her	5.84
favorite	7.04
flavor	6.88
of	4.94
ice	5.8
cream	6.8
be	5.68
later	4.6
as	5.22
justine	-1
hid	4.82
in	5.5
the	4.98
student	6.58
center	5.3
study	6.12
spanish	5.82
musk	-1
appear	5.84
behind	4.42
her	5.84
with	5.72
a	5.24
couple	7.3
of	4.94
melt	4.9
chocolate	7.86
chip	5.42
ice	5.8
cream	6.8
cone	-1
in	5.5
hand	5.9
wilson	5.44
have	5.82
dream	7.1
of	4.94
have	5.82
a	5.24
torrid	-1
romance	7.5
with	5.72
a	5.24
writer	5.96
i	5.92
want	5.7
to	4.98
be	5.68
sylvia	5.34
and	5.22
ted	5.22
she	6.18
say	5.54
what	4.8
she	6.18
fell	3.22
for	5.22
instead	4.92
be	5.68
a	5.24
relentless	-1
ambitious	6.52
geek	5.34
the	4.98
pair	5.82
attend	6.0
the	4.98
same	5.36
abnormal	3.69
psychology	5.8
class	5.52
and	5.22
compare	5.32
their	5.16
grade	5.7
follow	5.66
an	4.84
exam	4.18
justine	-1
notch	-1
a	5.24
musk	-1
a	5.24
he	5.42
go	5.54
back	5.18
to	4.98
the	4.98
professor	6.04
and	5.22
talk	6.06
his	5.56
way	5.24
into	5.04
the	4.98
two	5.4
point	5.42
he	5.42
lose	2.76
and	5.22
get	5.92
a	5.24
hundred	5.82
justine	-1
say	5.54
it	5.02
felt	5.48
like	7.22
we	6.38
be	5.68
always	6.48
compete	5.66
musk	-1
have	5.82
a	5.24
romantic	7.72
side	5.12
as	5.22
well	6.68
one	5.4
time	5.74
he	5.42
sent	5.46
wilson	5.44
a	5.24
dozen	5.46
rose	7.32
each	5.4
with	5.72
its	4.96
own	6.16
note	5.42
and	5.22
he	5.42
also	5.42
gift	7.72
wilson	5.44
a	5.24
copy	5.38
of	4.94
the	4.98
prophet	5.84
fill	5.7
with	5.72
handwritten	-1
romantic	7.72
musing	-1
he	5.42
can	5.62
sweep	5.16
you	6.24
off	4.02
your	5.6
foot	5.02
justine	-1
say	5.54
during	5.2
their	5.16
university	6.74
year	5.38
the	4.98
two	5.4
youngster	-1
be	5.68
off	4.02
and	5.22
on	5.56
with	5.72
musk	-1
have	5.82
to	4.98
work	5.24
hard	4.1
to	4.98
keep	5.86
the	4.98
relationship	7.04
go	5.54
she	6.18
be	5.68
hip	5.88
and	5.22
date	6.32
the	4.98
coolest	6.78
guy	5.92
and	5.22
wasn	4.63
t	4.84
interested	6.84
in	5.5
elon	-1
at	4.9
all	6.22
maye	-1
say	5.54
so	5.08
that	4.94
be	5.68
hard	4.1
on	5.56
him	5.54
musk	-1
pursue	5.68
a	5.24
couple	7.3
of	4.94
other	5.04
girl	7.0
but	4.24
kept	5.74
return	5.2
to	4.98
justine	-1
any	5.22
time	5.74
she	6.18
act	6.0
cool	7.2
toward	6.12
him	5.54
musk	-1
respond	5.78
with	5.72
his	5.56
usual	5.22
show	6.24
of	4.94
force	4.0
he	5.42
would	5.38
call	5.74
very	6.12
insistently	-1
she	6.18
say	5.54
you	6.24
always	6.48
knew	5.94
it	5.02
be	5.68
elon	-1
because	5.0
the	4.98
phone	6.44
would	5.38
never	3.34
stop	3.9
ring	6.32
the	4.98
man	5.9
do	5.76
not	3.86
take	5.18
no	3.48
for	5.22
an	4.84
answer	6.24
you	6.24
can	5.62
t	4.84
blow	4.48
him	5.54
off	4.02
i	5.92
do	5.76
think	6.2
of	4.94
him	5.54
as	5.22
the	4.98
terminator	-1
he	5.42
lock	4.58
his	5.56
gaze	6.06
on	5.56
to	4.98
something	5.0
and	5.22
say	5.54
it	5.02
shall	5.38
be	5.68
mine	6.3
bit	4.54
by	4.98
bit	4.54
he	5.42
won	8.1
me	6.58
over	4.82
college	6.94
suit	5.3
musk	-1
he	5.42
work	5.24
on	5.56
be	5.68
less	4.1
of	4.94
a	5.24
know	6.1
it	5.02
all	6.22
while	5.12
also	5.42
find	6.0
a	5.24
group	5.92
of	4.94
people	6.16
who	5.06
respect	7.34
his	5.56
intellectual	6.98
ability	6.68
the	4.98
university	6.74
student	6.58
be	5.68
less	4.1
inclined	5.74
to	4.98
laugh	8.22
off	4.02
or	4.98
deride	-1
his	5.56
opinionated	-1
take	5.18
on	5.56
energy	7.22
space	5.96
and	5.22
whatever	4.58
else	4.76
be	5.68
captivate	-1
him	5.54
at	4.9
the	4.98
moment	5.68
musk	-1
have	5.82
found	6.54
people	6.16
who	5.06
respond	5.78
to	4.98
his	5.56
ambition	-1
rather	4.98
than	4.74
mock	-1
it	5.02
and	5.22
he	5.42
fed	5.78
on	5.56
this	5.06
environment	6.22
navaid	-1
farooq	-1
a	5.24
canadian	5.84
who	5.06
grow	6.68
up	6.14
in	5.5
geneva	-1
end	4.36
up	6.14
in	5.5
musk	-1
s	5.04
freshman	-1
year	5.38
dormitory	-1
in	5.5
the	4.98
fall	4.04
of	4.94
both	5.9
men	5.94
be	5.68
place	5.56
in	5.5
the	4.98
international	6.56
section	5.28
where	5.02
a	5.24
canadian	5.84
student	6.58
would	5.38
get	5.92
pair	5.82
with	5.72
a	5.24
student	6.58
from	5.18
overseas	6.06
musk	-1
sort	5.28
of	4.94
broke	2.54
the	4.98
system	5.3
since	5.24
he	5.42
technically	-1
count	5.5
as	5.22
a	5.24
canadian	5.84
but	4.24
knew	5.94
almost	4.7
nothing	3.9
about	5.16
his	5.56
surroundings	-1
i	5.92
have	5.82
a	5.24
roommate	5.96
from	5.18
hong	4.86
kong	5.44
and	5.22
he	5.42
be	5.68
a	5.24
really	5.84
nice	7.38
guy	5.92
musk	-1
say	5.54
he	5.42
religiously	-1
attend	6.0
every	5.64
lecture	4.46
which	4.94
be	5.68
helpful	7.24
since	5.24
i	5.92
go	5.54
to	4.98
the	4.98
least	4.0
number	5.3
of	4.94
class	5.52
possible	6.24
for	5.22
a	5.24
time	5.74
musk	-1
sell	5.48
computer	7.24
part	4.98
and	5.22
full	6.22
pc	5.86
in	5.5
the	4.98
dorm	-1
to	4.98
make	6.0
some	5.02
extra	6.52
cash	7.42
i	5.92
could	5.52
build	6.22
something	5.0
to	4.98
suit	5.3
their	5.16
need	4.84
like	7.22
a	5.24
tricked	-1
out	4.62
game	6.92
machine	5.38
or	4.98
a	5.24
simple	6.02
word	5.56
processor	-1
that	4.94
cost	4.1
less	4.1
than	4.74
what	4.8
they	5.62
could	5.52
get	5.92
in	5.5
a	5.24
store	5.98
musk	-1
say	5.54
or	4.98
if	4.66
their	5.16
computer	7.24
didn	4.8
t	4.84
boot	5.0
properly	6.22
or	4.98
have	5.82
a	5.24
virus	2.08
i	5.92
d	4.72
fix	6.28
it	5.02
i	5.92
could	5.52
pretty	7.32
much	5.74
solve	6.58
any	5.22
problem	2.98
farooq	-1
and	5.22
musk	-1
bond	5.68
over	4.82
their	5.16
background	5.42
living	6.68
abroad	6.96
and	5.22
a	5.24
share	6.78
interest	6.36
in	5.5
strategy	6.24
board	4.76
game	6.92
i	5.92
don	4.98
t	4.84
think	6.2
he	5.42
make	6.0
friend	7.66
easily	7.02
but	4.24
he	5.42
be	5.68
very	6.12
loyal	7.46
to	4.98
those	4.94
he	5.42
have	5.82
farooq	-1
say	5.54
when	4.96
the	4.98
video	6.48
game	6.92
civilization	6.72
be	5.68
release	6.1
the	4.98
college	6.94
chum	-1
spent	4.76
hour	5.32
building	5.94
their	5.16
empire	5.28
much	5.74
to	4.98
the	4.98
dismay	-1
of	4.94
farooq	-1
s	5.04
girlfriend	7.04
who	5.06
be	5.68
forgotten	3.18
in	5.5
another	5.2
room	5.52
elon	-1
could	5.52
lose	2.76
himself	5.42
for	5.22
hour	5.32
on	5.56
end	4.36
farooq	-1
say	5.54
the	4.98
student	6.58
also	5.42
relish	-1
their	5.16
loner	-1
lifestyle	-1
we	6.38
be	5.68
the	4.98
kind	7.24
of	4.94
people	6.16
that	4.94
can	5.62
be	5.68
by	4.98
ourselves	5.98
at	4.9
a	5.24
party	7.58
and	5.22
not	3.86
feel	5.9
awkward	3.62
farooq	-1
say	5.54
we	6.38
can	5.62
think	6.2
to	4.98
ourselves	5.98
and	5.22
not	3.86
feel	5.9
socially	-1
weird	4.2
about	5.16
it	5.02
musk	-1
be	5.68
more	6.24
ambitious	6.52
in	5.5
college	6.94
than	4.74
he	5.42
d	4.72
be	5.68
in	5.5
high	6.64
school	6.26
he	5.42
study	6.12
business	5.94
compete	5.66
in	5.5
public	5.18
speak	5.9
contest	5.78
and	5.22
begin	6.28
to	4.98
display	5.62
the	4.98
brand	5.58
of	4.94
intensity	5.89
and	5.22
competitiveness	-1
that	4.94
mark	5.48
his	5.56
behavior	5.5
today	6.22
after	5.08
one	5.4
economics	4.76
exam	4.18
musk	-1
farooq	-1
and	5.22
some	5.02
other	5.04
student	6.58
in	5.5
class	5.52
come	5.82
back	5.18
to	4.98
the	4.98
dorm	-1
and	5.22
begin	6.28
compare	5.32
note	5.42
to	4.98
try	6.02
to	4.98
ascertain	-1
how	4.68
well	6.68
they	5.62
do	5.76
on	5.56
the	4.98
test	4.06
it	5.02
soon	6.34
become	5.7
clear	6.3
that	4.94
musk	-1
have	5.82
a	5.24
firmer	-1
grasp	5.68
on	5.56
the	4.98
material	5.62
than	4.74
anyone	5.02
else	4.76
this	5.06
be	5.68
a	5.24
group	5.92
of	4.94
fairly	6.28
high	6.64
achiever	-1
and	5.22
elon	-1
stood	4.94
way	5.24
outside	5.8
of	4.94
the	4.98
bell	5.58
curve	5.86
farooq	-1
say	5.54
musk	-1
s	5.04
intensity	5.89
have	5.82
continued	5.2
to	4.98
be	5.68
a	5.24
constant	5.92
in	5.5
their	5.16
long	4.74
relationship	7.04
when	4.96
elon	-1
get	5.92
into	5.04
something	5.0
he	5.42
develops	-1
just	5.76
this	5.06
different	5.38
level	5.6
of	4.94
interest	6.36
in	5.5
it	5.02
than	4.74
other	5.04
people	6.16
that	4.94
be	5.68
what	4.8
differentiates	-1
elon	-1
from	5.18
the	4.98
rest	7.18
of	4.94
humanity	7.02
in	5.5
have	5.82
spent	4.76
two	5.4
year	5.38
at	4.9
queen	6.24
s	5.04
musk	-1
transfer	5.4
to	4.98
the	4.98
university	6.74
of	4.94
pennsylvania	5.64
on	5.56
a	5.24
scholarship	7.04
musk	-1
saw	5.44
the	4.98
ivy	-1
league	5.8
school	6.26
as	5.22
possibly	5.78
opening	6.2
some	5.02
additional	5.78
door	5.38
and	5.22
go	5.54
off	4.02
in	5.5
pursuit	5.58
of	4.94
dual	-1
degree	6.26
first	6.82
an	4.84
economics	4.76
degree	6.26
from	5.18
the	4.98
wharton	-1
school	6.26
and	5.22
then	5.34
a	5.24
bachelor	-1
s	5.04
degree	6.26
in	5.5
physic	-1
justine	-1
stayed	5.4
at	4.9
queen	6.24
s	5.04
pursue	5.68
her	5.84
dream	7.1
of	4.94
become	5.7
a	5.24
writer	5.96
and	5.22
maintain	5.76
a	5.24
long	4.74
distance	4.5
relationship	7.04
with	5.72
musk	-1
now	5.9
and	5.22
again	5.42
she	6.18
would	5.38
visit	6.54
him	5.54
and	5.22
the	4.98
two	5.4
would	5.38
sometimes	5.28
head	5.96
off	4.02
to	4.98
new	6.82
york	5.62
for	5.22
a	5.24
romantic	7.72
weekend	8.0
musk	-1
blossom	-1
even	5.58
more	6.24
at	4.9
penn	5.42
and	5.22
really	5.84
start	6.1
to	4.98
feel	5.9
comfortable	7.32
while	5.12
hang	3.86
out	4.62
with	5.72
his	5.56
fellow	5.5
physic	-1
student	6.58
at	4.9
penn	5.42
he	5.42
met	5.82
people	6.16
that	4.94
thought	6.38
like	7.22
him	5.54
maye	-1
say	5.54
there	5.1
be	5.68
some	5.02
nerd	4.8
there	5.1
he	5.42
so	5.08
enjoy	7.66
them	4.92
i	5.92
remember	6.42
go	5.54
for	5.22
lunch	7.42
with	5.72
them	4.92
and	5.22
they	5.62
be	5.68
talk	6.06
physic	-1
thing	5.58
they	5.62
be	5.68
say	5.54
a	5.24
plus	6.76
b	4.84
equal	6.06
pi	-1
square	5.48
or	4.98
whatever	4.58
they	5.62
would	5.38
laugh	8.22
out	4.62
loud	4.34
it	5.02
be	5.68
cool	7.2
to	4.98
see	6.06
him	5.54
so	5.08
happy	8.3
once	4.94
again	5.42
however	4.7
musk	-1
do	5.76
not	3.86
make	6.0
many	5.82
friend	7.66
among	5.66
the	4.98
broader	5.58
school	6.26
body	5.96
it	5.02
s	5.04
difficult	3.18
to	4.98
find	6.0
former	4.52
student	6.58
who	5.06
remember	6.42
him	5.54
be	5.68
there	5.1
at	4.9
all	6.22
but	4.24
he	5.42
do	5.76
make	6.0
one	5.4
very	6.12
close	4.94
friend	7.66
name	5.74
adeo	-1
ressi	-1
who	5.06
would	5.38
go	5.54
on	5.56
to	4.98
be	5.68
a	5.24
silicon	-1
valley	6.26
entrepreneur	-1
in	5.5
his	5.56
own	6.16
right	6.54
and	5.22
be	5.68
to	4.98
this	5.06
day	6.24
as	5.22
tight	4.6
with	5.72
elon	-1
as	5.22
anyone	5.02
ressi	-1
be	5.68
a	5.24
lanky	-1
guy	5.92
well	6.68
over	4.82
six	5.34
foot	5.02
tall	5.84
and	5.22
posse	5.28
an	4.84
eccentric	-1
air	6.8
he	5.42
be	5.68
the	4.98
artistic	7.12
colorful	-1
foil	-1
to	4.98
the	4.98
studious	-1
more	6.24
button	5.68
up	6.14
musk	-1
both	5.9
of	4.94
the	4.98
young	6.82
men	5.94
be	5.68
transfer	5.4
student	6.58
and	5.22
end	4.36
up	6.14
be	5.68
place	5.56
in	5.5
the	4.98
funky	5.72
freshman	-1
dorm	-1
the	4.98
lackluster	-1
social	6.22
scene	5.94
do	5.76
not	3.86
live	6.84
up	6.14
to	4.98
ressi	-1
s	5.04
expectation	-1
and	5.22
he	5.42
talk	6.06
musk	-1
into	5.04
rent	3.84
a	5.24
large	6.06
house	6.34
off	4.02
campus	6.04
they	5.62
get	5.92
the	4.98
ten	5.44
bedroom	6.8
home	7.14
relatively	5.6
cheap	5.48
since	5.24
it	5.02
be	5.68
a	5.24
frat	-1
house	6.34
that	4.94
have	5.82
go	5.54
unrented	-1
during	5.2
the	4.98
week	5.08
musk	-1
and	5.22
ressi	-1
would	5.38
study	6.12
but	4.24
as	5.22
the	4.98
weekend	8.0
approach	5.94
ressi	-1
in	5.5
particular	5.54
would	5.38
transform	-1
the	4.98
house	6.34
into	5.04
a	5.24
nightclub	-1
he	5.42
cover	5.32
the	4.98
window	6.1
with	5.72
trash	2.68
bag	5.64
to	4.98
make	6.0
it	5.02
pitch	5.62
black	4.88
inside	5.4
and	5.22
decorate	-1
the	4.98
wall	4.98
with	5.72
bright	7.62
paint	6.3
and	5.22
whatever	4.58
object	5.46
he	5.42
could	5.52
find	6.0
it	5.02
be	5.68
a	5.24
full	6.22
out	4.62
unlicensed	-1
speakeasy	-1
ressi	-1
say	5.54
we	6.38
would	5.38
have	5.82
as	5.22
many	5.82
as	5.22
five	5.24
hundred	5.82
people	6.16
we	6.38
would	5.38
charge	4.9
five	5.24
dollar	7.02
and	5.22
it	5.02
would	5.38
be	5.68
pretty	7.32
much	5.74
all	6.22
you	6.24
could	5.52
drink	6.36
beer	5.92
and	5.22
jell	-1
o	4.96
shot	2.5
and	5.22
other	5.04
thing	5.58
come	5.82
friday	6.88
night	6.22
the	4.98
ground	5.26
around	5.62
the	4.98
house	6.34
would	5.38
shake	5.14
from	5.18
the	4.98
intensity	5.89
of	4.94
the	4.98
bass	6.04
be	5.68
pumped	5.8
out	4.62
by	4.98
ressi	-1
s	5.04
speaker	5.68
maye	-1
visit	6.54
one	5.4
of	4.94
the	4.98
party	7.58
and	5.22
discover	6.84
that	4.94
ressi	-1
have	5.82
hammer	4.46
object	5.46
into	5.04
the	4.98
wall	4.98
and	5.22
lacquer	-1
them	4.92
with	5.72
glow	7.28
in	5.5
the	4.98
dark	3.82
paint	6.3
she	6.18
end	4.36
up	6.14
work	5.24
the	4.98
door	5.38
as	5.22
the	4.98
coat	6.08
check	6.1
money	7.3
taker	-1
and	5.22
grabbed	4.48
a	5.24
pair	5.82
of	4.94
scissors	-1
for	5.22
protection	6.56
as	5.22
the	4.98
cash	7.42
pile	4.66
up	6.14
in	5.5
a	5.24
shoe	5.84
box	5.54
a	5.24
second	5.38
house	6.34
have	5.82
fourteen	5.86
room	5.52
musk	-1
ressi	-1
and	5.22
one	5.4
other	5.04
person	5.54
live	6.84
there	5.1
they	5.62
fashion	6.36
table	5.32
by	4.98
lay	5.58
plywood	-1
on	5.56
top	6.76
of	4.94
use	5.64
keg	-1
and	5.22
come	5.82
up	6.14
with	5.72
other	5.04
makeshift	-1
furniture	6.04
idea	7.06
musk	-1
return	5.2
home	7.14
one	5.4
day	6.24
to	4.98
find	6.0
that	4.94
ressi	-1
have	5.82
nail	4.7
his	5.56
desk	5.26
to	4.98
the	4.98
wall	4.98
and	5.22
then	5.34
paint	6.3
it	5.02
in	5.5
day	6.24
glo	-1
color	7.0
musk	-1
retaliate	-1
by	4.98
pull	4.74
his	5.56
desk	5.26
down	3.66
painting	6.78
