	-1
return	5.2
from	5.18
lunch	7.42
with	5.72
patty	-1
mccord	-1
at	4.9
the	4.98
time	5.74
one	5.4
of	4.94
borland	-1
s	5.04
human	6.26
resource	6.46
manager	5.02
when	4.96
we	6.38
notice	5.16
a	5.24
group	5.92
of	4.94
engineer	6.3
soak	-1
in	5.5
the	4.98
company	5.44
hot	5.02
tub	5.62
stop	3.9
to	4.98
say	5.54
hello	7.0
we	6.38
couldn	4.49
t	4.84
help	6.08
but	4.24
overhear	-1
that	4.94
they	5.62
be	5.68
bitching	-1
about	5.16
the	4.98
company	5.44
that	4.94
s	5.04
right	6.54
sit	5.36
in	5.5
the	4.98
company	5.44
hot	5.02
tub	5.62
complain	3.16
about	5.16
their	5.16
situation	5.0
what	4.8
s	5.04
wrong	3.14
with	5.72
this	5.06
picture	6.64
it	5.02
be	5.68
a	5.24
funny	7.92
moment	5.68
but	4.24
as	5.22
patty	-1
and	5.22
i	5.92
head	5.96
back	5.18
to	4.98
work	5.24
we	6.38
couldn	4.49
t	4.84
help	6.08
but	4.24
wonder	7.08
if	4.66
we	6.38
be	5.68
supply	5.76
our	6.08
employee	5.74
with	5.72
fine	6.74
din	4.31
a	5.24
fitness	6.92
center	5.3
and	5.22
an	4.84
olympic	6.28
size	5.04
pool	6.78
and	5.22
they	5.62
be	5.68
still	5.14
complain	3.16
what	4.8
be	5.68
the	4.98
factor	5.1
that	4.94
really	5.84
drive	6.08
employee	5.74
satisfaction	7.34
or	4.98
more	6.24
importantly	-1
what	4.8
do	5.76
it	5.02
take	5.18
to	4.98
get	5.92
other	5.04
people	6.16
to	4.98
sign	5.66
on	5.56
to	4.98
help	6.08
you	6.24
with	5.72
your	5.6
dream	7.1
and	5.22
be	5.68
happy	8.3
do	5.76
it	5.02
what	4.8
we	6.38
found	6.54
be	5.68
surprising	6.74
and	5.22
surprisingly	6.82
simple	6.02
people	6.16
want	5.7
to	4.98
be	5.68
treat	6.74
like	7.22
adult	6.14
they	5.62
want	5.7
to	4.98
have	5.82
a	5.24
mission	5.68
they	5.62
believe	6.7
in	5.5
a	5.24
problem	2.98
to	4.98
solve	6.58
and	5.22
space	5.96
to	4.98
solve	6.58
it	5.02
they	5.62
want	5.7
to	4.98
be	5.68
surround	5.44
by	4.98
other	5.04
adult	6.14
whose	4.88
ability	6.68
they	5.62
respect	7.34
year	5.38
later	4.6
patty	-1
would	5.38
end	4.36
up	6.14
revolutionize	-1
the	4.98
field	5.88
of	4.94
hr	4.86
at	4.9
netflix	5.96
and	5.22
much	5.74
of	4.94
her	5.84
philosophy	6.44
can	5.62
be	5.68
trace	5.08
back	5.18
to	4.98
the	4.98
realization	-1
we	6.38
both	5.9
have	5.82
that	4.94
day	6.24
at	4.9
borland	-1
people	6.16
don	4.98
t	4.84
want	5.7
hot	5.02
tub	5.62
not	3.86
really	5.84
they	5.62
don	4.98
t	4.84
want	5.7
free	7.96
snack	7.1
or	4.98
ping	-1
pong	-1
table	5.32
or	4.98
kombucha	-1
on	5.56
tap	5.4
what	4.8
they	5.62
really	5.84
want	5.7
be	5.68
freedom	7.9
and	5.22
responsibility	5.72
they	5.62
want	5.7
to	4.98
be	5.68
loosely	-1
couple	7.3
but	4.24
tightly	-1
align	-1
follow	5.66
one	5.4
problem	2.98
through	5.62
its	4.96
various	5.78
guise	-1
and	5.22
iteration	-1
should	5.24
give	6.54
you	6.24
a	5.24
good	7.2
idea	7.06
about	5.16
how	4.68
we	6.38
function	5.6
pre	5.14
launch	6.4
this	5.06
particular	5.54
problem	2.98
brought	5.9
us	6.26
into	5.04
contact	6.08
with	5.72
another	5.2
young	6.82
company	5.44
one	5.4
with	5.72
its	4.96
own	6.16
unique	6.98
culture	6.72
a	5.24
culture	6.72
that	4.94
couldn	4.49
t	4.84
have	5.82
be	5.68
more	6.24
different	5.38
from	5.18
ours	5.98
when	4.96
we	6.38
start	6.1
acquire	6.36
dvd	6.66
there	5.1
be	5.68
only	4.92
or	4.98
so	5.08
title	5.6
available	6.58
by	4.98
the	4.98
time	5.74
we	6.38
launch	6.4
in	5.5
april	6.36
of	4.94
there	5.1
be	5.68
the	4.98
relatively	5.6
low	3.66
number	5.3
of	4.94
dvd	6.66
in	5.5
existence	5.9
be	5.68
in	5.5
some	5.02
way	5.24
a	5.24
boon	-1
for	5.22
us	6.26
it	5.02
meant	5.44
that	4.94
we	6.38
could	5.52
feasibly	-1
acquire	6.36
a	5.24
couple	7.3
copy	5.38
of	4.94
each	5.4
one	5.4
and	5.22
accurately	6.84
claim	5.18
that	4.94
we	6.38
carry	5.2
every	5.64
dvd	6.66
that	4.94
have	5.82
ever	5.42
be	5.68
release	6.1
but	4.24
the	4.98
relatively	5.6
small	4.52
dvd	6.66
library	6.48
be	5.68
also	5.42
a	5.24
liability	4.1
many	5.82
of	4.94
the	4.98
title	5.6
available	6.58
weren	-1
t	4.84
exactly	6.0
blockbuster	-1
material	5.62
sure	6.32
some	5.02
of	4.94
the	4.98
studio	6.34
be	5.68
produce	6.26
dvd	6.66
people	6.16
might	5.08
have	5.82
actually	5.3
want	5.7
in	5.5
the	4.98
birdcage	-1
the	4.98
mask	4.86
se	4.88
en	4.84
but	4.24
the	4.98
vast	5.64
majority	5.9
be	5.68
decidedly	-1
less	4.1
upmarket	-1
it	5.02
be	5.68
a	5.24
total	5.78
grab	5.06
bag	5.64
national	5.98
velvet	6.51
next	5.62
to	4.98
free	7.96
willy	-1
elmo	-1
save	6.54
christmas	7.96
next	5.62
to	4.98
sport	6.64
blooper	-1
encyclopedia	-1
there	5.1
be	5.68
low	3.66
budget	5.08
documentary	6.4
about	5.16
train	5.98
nasa	-1
and	5.22
world	6.52
war	1.8
ii	5.02
there	5.1
be	5.68
dozen	5.46
of	4.94
nature	7.24
film	6.56
and	5.22
magazine	5.9
with	5.72
short	4.46
video	6.48
article	5.52
bollywood	-1
be	5.68
big	6.22
so	5.08
be	5.68
karaoke	6.1
video	6.48
and	5.22
concert	6.94
film	6.56
of	4.94
orchestra	6.72
and	5.22
march	5.78
band	6.42
basically	5.56
the	4.98
selection	5.96
be	5.68
all	6.22
over	4.82
the	4.98
place	5.56
no	3.48
one	5.4
really	5.84
knew	5.94
if	4.66
dvd	6.66
be	5.68
go	5.54
to	4.98
take	5.18
off	4.02
and	5.22
how	4.68
it	5.02
would	5.38
work	5.24
if	4.66
it	5.02
do	5.76
would	5.38
dvd	6.66
be	5.68
a	5.24
format	5.56
use	5.64
mostly	5.8
for	5.22
movie	6.84
be	5.68
they	5.62
a	5.24
good	7.2
technology	6.74
for	5.22
listen	5.94
to	4.98
music	8.02
would	5.38
people	6.16
want	5.7
to	4.98
use	5.64
dvd	6.66
five	5.24
channel	5.5
sound	5.86
to	4.98
watch	5.7
two	5.4
hour	5.32
live	6.84
performance	6.74
by	4.98
the	4.98
usc	-1
march	5.78
band	6.42
in	5.5
their	5.16
home	7.14
theater	6.96
so	5.08
manufacturer	5.34
and	5.22
studio	6.34
be	5.68
kind	7.24
of	4.94
just	5.76
experiment	5.76
the	4.98
library	6.48
be	5.68
a	5.24
mix	5.8
of	4.94
somewhat	4.76
newish	-1
release	6.1
establish	5.9
classic	6.58
forgotten	3.18
oldie	-1
and	5.22
disc	5.7
that	4.94
seem	5.24
design	6.32
to	4.98
show	6.24
off	4.02
home	7.14
theater	6.96
equipment	5.86
if	4.66
you	6.24
look	5.54
at	4.9
the	4.98
library	6.48
you	6.24
d	4.72
think	6.2
that	4.94
the	4.98
audience	5.98
for	5.22
dvd	6.66
be	5.68
mostly	5.8
nerd	4.8
college	6.94
sport	6.64
fanatic	-1
and	5.22
anime	-1
fan	6.66
the	4.98
distribution	5.4
be	5.68
similarly	5.98
idiosyncratic	-1
vhs	-1
be	5.68
still	5.14
king	6.18
so	5.08
many	5.82
distributor	-1
weren	-1
t	4.84
even	5.58
carry	5.2
dvd	6.66
and	5.22
i	5.92
don	4.98
t	4.84
blame	2.82
them	4.92
why	4.98
would	5.38
anyone	5.02
buy	6.28
a	5.24
library	6.48
of	4.94
thing	5.58
for	5.22
which	4.94
there	5.1
be	5.68
not	3.86
any	5.22
demand	4.14
as	5.22
a	5.24
result	6.0
dvd	6.66
become	5.7
the	4.98
province	5.38
of	4.94
the	4.98
fringe	-1
distributor	-1
these	5.1
distributor	-1
be	5.68
flaky	-1
they	5.62
didn	4.8
t	4.84
return	5.2
phone	6.44
call	5.74
in	5.5
our	6.08
quest	6.22
to	4.98
acquire	6.36
at	4.9
least	4.0
two	5.4
copy	5.38
of	4.94
every	5.64
dvd	6.66
we	6.38
d	4.72
spend	5.04
day	6.24
track	5.14
down	3.66
a	5.24
title	5.6
only	4.92
to	4.98
play	7.26
phone	6.44
tag	5.08
for	5.22
a	5.24
week	5.08
through	5.62
all	6.22
of	4.94
this	5.06
process	5.46
mitch	-1
lowe	-1
be	5.68
invaluable	-1
he	5.42
knew	5.94
how	4.68
to	4.98
deal	6.32
with	5.72
distributor	-1
even	5.58
the	4.98
small	4.52
elusive	-1
one	5.4
he	5.42
knew	5.94
how	4.68
to	4.98
make	6.0
them	4.92
call	5.74
us	6.26
back	5.18
he	5.42
be	5.68
charm	7.06
persistent	-1
and	5.22
happy	8.3
to	4.98
call	5.74
in	5.5
the	4.98
many	5.82
favor	6.0
he	5.42
d	4.72
earn	7.5
after	5.08
his	5.56
year	5.38
as	5.22
vsda	-1
chairman	5.3
one	5.4
of	4.94
the	4.98
most	6.22
valuable	7.12
skill	6.57
he	5.42
have	5.82
be	5.68
know	6.1
exactly	6.0
how	4.68
many	5.82
copy	5.38
to	4.98
buy	6.28
in	5.5
those	4.94
early	5.66
day	6.24
there	5.1
be	5.68
no	3.48
algorithm	-1
no	3.48
equation	5.46
just	5.76
mitch	-1
he	5.42
knew	5.94
when	4.96
to	4.98
buy	6.28
three	5.72
copy	5.38
and	5.22
when	4.96
to	4.98
buy	6.28
thirty	5.79
two	5.4
copy	5.38
of	4.94
every	5.64
dvd	6.66
be	5.68
our	6.08
minimum	4.14
but	4.24
we	6.38
bought	6.3
many	5.82
more	6.24
for	5.22
title	5.6
that	4.94
mitch	-1
thought	6.38
would	5.38
be	5.68
in	5.5
demand	4.14
far	4.38
more	6.24
than	4.74
a	5.24
video	6.48
store	5.98
would	5.38
have	5.82
for	5.22
a	5.24
comparable	5.34
vhs	-1
title	5.6
the	4.98
question	4.98
of	4.94
inventory	5.78
be	5.68
one	5.4
that	4.94
we	6.38
thought	6.38
would	5.38
give	6.54
us	6.26
an	4.84
edge	4.98
over	4.82
the	4.98
video	6.48
store	5.98
there	5.1
be	5.68
a	5.24
finite	5.35
amount	5.84
of	4.94
space	5.96
in	5.5
a	5.24
brick	5.18
and	5.22
mortar	-1
video	6.48
store	5.98
so	5.08
part	4.98
of	4.94
their	5.16
job	5.96
be	5.68
learn	6.7
how	4.68
to	4.98
deal	6.32
with	5.72
the	4.98
inevitable	4.68
shortage	-1
mitch	-1
and	5.22
others	5.22
in	5.5
the	4.98
business	5.94
most	6.22
notably	-1
blockbuster	-1
call	5.74
this	5.06
manage	5.74
dissatisfaction	-1
what	4.8
do	5.76
you	6.24
do	5.76
when	4.96
a	5.24
customer	5.66
come	5.82
into	5.04
the	4.98
store	5.98
look	5.54
for	5.22
a	5.24
copy	5.38
of	4.94
die	1.74
hard	4.1
but	4.24
all	6.22
of	4.94
the	4.98
copy	5.38
be	5.68
checked	5.34
out	4.62
you	6.24
try	6.02
to	4.98
rent	3.84
them	4.92
something	5.0
else	4.76
that	4.94
they	5.62
might	5.08
like	7.22
just	5.76
as	5.22
much	5.74
you	6.24
try	6.02
to	4.98
make	6.0
them	4.92
happy	8.3
enough	5.46
so	5.08
that	4.94
they	5.62
ll	4.82
come	5.82
back	5.18
but	4.24
even	5.58
then	5.34
customer	5.66
leave	4.52
with	5.72
a	5.24
bad	2.64
taste	6.88
in	5.5
their	5.16
mouth	5.8
since	5.24
we	6.38
weren	-1
t	4.84
tie	5.5
to	4.98
a	5.24
physical	5.88
location	5.68
we	6.38
thought	6.38
we	6.38
could	5.52
avoid	3.14
manage	5.74
dissatisfaction	-1
entirely	5.6
the	4.98
closest	-1
thing	5.58
to	4.98
instant	6.08
gratification	-1
that	4.94
we	6.38
could	5.52
give	6.54
our	6.08
customer	5.66
be	5.68
always	6.48
have	5.82
the	4.98
title	5.6
they	5.62
want	5.7
in	5.5
stock	5.8
so	5.08
while	5.12
a	5.24
video	6.48
store	5.98
would	5.38
have	5.82
bought	6.3
or	4.98
copy	5.38
we	6.38
bought	6.3
or	4.98
when	4.96
l	5.28
a	5.24
confidential	-1
be	5.68
release	6.1
we	6.38
bought	6.3
it	5.02
be	5.68
expensive	3.54
but	4.24
we	6.38
have	5.82
four	5.2
thing	5.58
go	5.54
for	5.22
us	6.26
first	6.82
million	7.38
in	5.5
the	4.98
bank	5.92
let	5.38
s	5.04
see	6.06
ye	5.12
olde	-1
video	6.48
closet	5.18
at	4.9
the	4.98
northeast	5.8
corner	4.74
of	4.94
boring	2.9
and	5.22
main	5.4
compete	5.66
with	5.72
that	4.94
second	5.38
the	4.98
cost	4.1
of	4.94
all	6.22
those	4.94
extra	6.52
disc	5.7
wasn	4.63
t	4.84
expensive	3.54
inventory	5.78
it	5.02
be	5.68
inexpensive	-1
advertising	5.04
it	5.02
be	5.68
like	7.22
those	4.94
old	3.98
mastercard	-1
commercial	4.6
a	5.24
disc	5.7
a	5.24
reputation	6.28
for	5.22
have	5.82
every	5.64
dvd	6.66
and	5.22
always	6.48
be	5.68
in	5.5
stock	5.8
priceless	-1
third	5.3
we	6.38
be	5.68
counting	5.22
on	5.56
the	4.98
dvd	6.66
market	6.28
continue	5.76
to	4.98
grow	6.68
what	4.8
seem	5.24
like	7.22
ten	5.44
time	5.74
too	5.22
many	5.82
copy	5.38
today	6.22
might	5.08
very	6.12
well	6.68
be	5.68
just	5.76
what	4.8
we	6.38
need	4.84
when	4.96
the	4.98
market	6.28
be	5.68
ten	5.44
time	5.74
as	5.22
big	6.22
and	5.22
lastly	-1
well	6.68
if	4.66
we	6.38
really	5.84
screw	4.2
up	6.14
we	6.38
could	5.52
always	6.48
sell	5.48
our	6.08
extra	6.52
dvd	6.66
while	5.12
jim	5.26
try	6.02
to	4.98
figure	5.5
out	4.62
a	5.24
way	5.24
to	4.98
squeeze	5.08
all	6.22
those	4.94
dvd	6.66
into	5.04
the	4.98
bank	5.92
vault	-1
christina	-1
and	5.22
i	5.92
wrestle	-1
with	5.72
a	5.24
different	5.38
problem	2.98
how	4.68
would	5.38
our	6.08
customer	5.66
find	6.0
a	5.24
dvd	6.66
what	4.8
search	5.44
term	4.94
could	5.52
they	5.62
use	5.64
how	4.68
would	5.38
we	6.38
group	5.92
movie	6.84
on	5.56
our	6.08
site	5.32
what	4.8
information	6.48
would	5.38
they	5.62
use	5.64
to	4.98
make	6.0
their	5.16
selection	5.96
when	4.96
you	6.24
rent	3.84
dvd	6.66
you	6.24
have	5.82
to	4.98
have	5.82
information	6.48
about	5.16
them	4.92
think	6.2
about	5.16
the	4.98
back	5.18
of	4.94
a	5.24
dvd	6.66
case	5.02
there	5.1
s	5.04
a	5.24
synopsis	-1
a	5.24
list	5.46
of	4.94
the	4.98
cast	5.4
the	4.98
director	5.8
and	5.22
the	4.98
producer	5.88
a	5.24
few	4.5
well	6.68
chosen	5.88
and	5.22
often	5.68
mislead	-1
quote	5.46
from	5.18
lead	6.28
critic	3.36
praise	7.52
the	4.98
movie	6.84
you	6.24
re	4.88
about	5.16
to	4.98
watch	5.7
in	5.5
a	5.24
video	6.48
store	5.98
that	4.94
stuff	5.58
be	5.68
all	6.22
in	5.5
place	5.56
long	4.74
before	5.1
the	4.98
movie	6.84
hit	4.58
the	4.98
shelf	5.31
sure	6.32
place	5.56
like	7.22
blockbuster	-1
or	4.98
video	6.48
droid	-1
have	5.82
searchable	-1
in	5.5
store	5.98
database	5.68
for	5.22
actor	6.2
director	5.8
genre	-1
and	5.22
the	4.98
like	7.22
but	4.24
most	6.22
of	4.94
the	4.98
information	6.48
a	5.24
customer	5.66
want	5.7
be	5.68
right	6.54
in	5.5
front	5.58
of	4.94
them	4.92
all	6.22
a	5.24
potential	6.68
renter	-1
have	5.82
to	4.98
do	5.76
be	5.68
walk	6.02
in	5.5
see	6.06
the	4.98
picture	6.64
of	4.94
tom	5.42
cruise	6.7
on	5.56
the	4.98
cover	5.32
of	4.94
mission	5.68
impossible	2.9
and	5.22
flip	5.02
the	4.98
vhs	-1
case	5.02
over	4.82
we	6.38
have	5.82
a	5.24
harder	4.44
road	5.86
in	5.5
our	6.08
store	5.98
there	5.1
be	5.68
no	3.48
case	5.02
to	4.98
flip	5.02
over	4.82
what	4.8
we	6.38
be	5.68
offering	6.32
renter	-1
wasn	4.63
t	4.84
just	5.76
an	4.84
alphabetically	-1
order	5.22
trove	-1
of	4.94
movie	6.84
separate	4.32
by	4.98
genre	-1
we	6.38
want	5.7
the	4.98
ability	6.68
to	4.98
filter	5.46
for	5.22
director	5.8
for	5.22
actor	6.2
for	5.22
genre	-1
we	6.38
want	5.7
renter	-1
to	4.98
be	5.68
able	6.56
to	4.98
follow	5.66
their	5.16
interest	6.36
in	5.5
a	5.24
precise	6.1
way	5.24
do	5.76
they	5.62
like	7.22
movie	6.84
in	5.5
which	4.94
andie	-1
macdowell	-1
appear	5.84
be	5.68
they	5.62
really	5.84
into	5.04
the	4.98
cinematography	-1
of	4.94
n	4.82
stor	-1
almendros	-1
who	5.06
be	5.68
behind	4.42
all	6.22
those	4.94
beautiful	7.92
sunset	7.16
in	5.5
day	6.24
of	4.94
heaven	7.86
do	5.76
they	5.62
want	5.7
a	5.24
horror	3.04
movie	6.84
and	5.22
not	3.86
only	4.92
a	5.24
horror	3.04
movie	6.84
but	4.24
a	5.24
vampire	4.34
movie	6.84
and	5.22
not	3.86
only	4.92
a	5.24
vampire	4.34
movie	6.84
but	4.24
a	5.24
vampire	4.34
movie	6.84
with	5.72
comedic	-1
element	5.84
we	6.38
want	5.7
to	4.98
be	5.68
able	6.56
to	4.98
offer	6.62
renter	-1
the	4.98
ability	6.68
to	4.98
find	6.0
exactly	6.0
what	4.8
they	5.62
want	5.7
that	4.94
require	4.44
an	4.84
immense	5.71
amount	5.84
of	4.94
data	5.7
both	5.9
objective	5.7
data	5.7
like	7.22
director	5.8
actor	6.2
producer	5.88
date	6.32
of	4.94
release	6.1
and	5.22
subjective	5.52
data	5.7
thing	5.58
like	7.22
genre	-1
and	5.22
mood	5.88
we	6.38
also	5.42
need	4.84
to	4.98
be	5.68
able	6.56
to	4.98
access	5.88
data	5.7
about	5.16
award	7.86
and	5.22
critical	3.22
acclaim	-1
or	4.98
lack	3.16
thereof	5.0
if	4.66
a	5.24
renter	-1
want	5.7
to	4.98
watch	5.7
every	5.64
best	7.18
picture	6.64
winner	7.78
of	4.94
all	6.22
time	5.74
we	6.38
want	5.7
her	5.84
to	4.98
be	5.68
able	6.56
to	4.98
do	5.76
so	5.08
how	4.68
could	5.52
we	6.38
go	5.54
about	5.16
building	5.94
such	5.16
a	5.24
database	5.68
the	4.98
obvious	5.64
answer	6.24
be	5.68
to	4.98
hire	6.5
a	5.24
few	4.5
people	6.16
to	4.98
comb	-1
through	5.62
the	4.98
list	5.46
of	4.94
dvd	6.66
and	5.22
pull	4.74
data	5.7
for	5.22
all	6.22
the	4.98
category	5.42
we	6.38
want	5.7
there	5.1
be	5.68
few	4.5
than	4.74
a	5.24
thousand	5.9
dvd	6.66
available	6.58
so	5.08
it	5.02
be	5.68
possible	6.24
but	4.24
we	6.38
only	4.92
have	5.82
twelve	5.38
employee	5.74
we	6.38
have	5.82
more	6.24
than	4.74
enough	5.46
to	4.98
do	5.76
so	5.08
our	6.08
time	5.74
be	5.68
a	5.24
precious	7.34
resource	6.46
but	4.24
money	7.3
we	6.38
have	5.82
a	5.24
bunch	5.7
of	4.94
that	4.94
so	5.08
i	5.92
start	6.1
look	5.54
for	5.22
other	5.04
option	5.94
my	6.16
think	6.2
be	5.68
that	4.94
if	4.66
we	6.38
could	5.52
buy	6.28
it	5.02
rather	4.98
than	4.74
build	6.22
it	5.02
then	5.34
we	6.38
should	5.24
buy	6.28
it	5.02
big	6.22
mistake	2.78
michael	5.7
erlewine	-1
be	5.68
accord	5.76
to	4.98
his	5.56
current	5.58
wikipedia	-1
page	5.62
an	4.84
american	6.74
musician	6.98
astrologer	-1
photographer	6.64
tv	6.7
host	6.06
and	5.22
internet	7.48
entrepreneur	-1
who	5.06
found	6.54
in	5.5
the	4.98
all	6.22
music	8.02
guide	6.1
now	5.9
know	6.1
as	5.22
allmusic	-1
back	5.18
in	5.5
all	6.22
i	5.92
knew	5.94
be	5.68
the	4.98
last	3.74
part	4.98
i	5.92
d	4.72
come	5.82
across	4.94
all	6.22
music	8.02
guide	6.1
s	5.04
sister	6.76
site	5.32
all	6.22
movie	6.84
guide	6.1
when	4.96
i	5.92
be	5.68
look	5.54
for	5.22
possible	6.24
data	5.7
source	5.72
i	5.92
didn	4.8
t	4.84
know	6.1
that	4.94
michael	5.7
have	5.82
hitchhike	-1
with	5.72
bob	5.44
dylan	-1
or	4.98
that	4.94
he	5.42
d	4.72
be	5.68
in	5.5
a	5.24
blue	5.66
band	6.42
with	5.72
iggy	-1
pop	5.98
i	5.92
didn	4.8
t	4.84
know	6.1
that	4.94
he	5.42
be	5.68
the	4.98
author	5.98
at	4.9
the	4.98
time	5.74
of	4.94
five	5.24
book	7.24
on	5.56
astrology	-1
with	5.72
title	5.6
like	7.22
tibetan	-1
earth	6.44
lord	6.34
tibetan	-1
astrology	-1
and	5.22
geomancy	-1
i	5.92
just	5.76
knew	5.94
that	4.94
he	5.42
have	5.82
something	5.0
i	5.92
want	5.7
data	5.7
i	5.92
have	5.82
something	5.0
he	5.42
want	5.7
too	5.22
dvd	6.66
the	4.98
goal	7.02
of	4.94
all	6.22
movie	6.84
be	5.68
to	4.98
compile	-1
a	5.24
detailed	5.72
catalogue	-1
of	4.94
every	5.64
film	6.56
ever	5.42
make	6.0
erlewine	-1
have	5.82
dozen	5.46
of	4.94
employee	5.74
track	5.14
down	3.66
watch	5.7
and	5.22
annotate	-1
movie	6.84
around	5.62
the	4.98
clock	5.62
visitor	-1
to	4.98
his	5.56
website	6.28
could	5.52
find	6.0
the	4.98
most	6.22
arcane	-1
information	6.48
about	5.16
any	5.22
movie	6.84
they	5.62
have	5.82
ever	5.42
heard	5.36
of	4.94
and	5.22
thousand	5.9
they	5.62
hadn	4.52
t	4.84
the	4.98
problem	2.98
be	5.68
that	4.94
he	5.42
have	5.82
no	3.48
dvd	6.66
an	4.84
inveterate	-1
completist	-1
erlewine	-1
didn	4.8
t	4.84
just	5.76
want	5.7
detailed	5.72
information	6.48
about	5.16
every	5.64
movie	6.84
ever	5.42
make	6.0
he	5.42
want	5.7
it	5.02
about	5.16
every	5.64
format	5.56
of	4.94
every	5.64
movie	6.84
ever	5.42
make	6.0
for	5.22
dvd	6.66
he	5.42
want	5.7
to	4.98
know	6.1
what	4.8
special	7.2
feature	5.98
be	5.68
available	6.58
which	4.94
language	6.58
be	5.68
include	5.94
the	4.98
screen	5.74
ratio	5.41
and	5.22
whether	4.92
or	4.98
not	3.86
there	5.1
be	5.68
surround	5.44
sound	5.86
all	6.22
the	4.98
information	6.48
he	5.42
need	4.84
be	5.68
right	6.54
there	5.1
on	5.56
the	4.98
dvd	6.66
case	5.02
but	4.24
distributor	-1
weren	-1
t	4.84
really	5.84
sell	5.48
to	4.98
private	5.92
consumer	5.5
so	5.08
erlewine	-1
s	5.04
problem	2.98
be	5.68
even	5.58
more	6.24
profound	6.18
than	4.74
ours	5.98
as	5.22
we	6.38
try	6.02
to	4.98
build	6.22
out	4.62
our	6.08
inventory	5.78
because	5.0
there	5.1
be	5.68
so	5.08
few	4.5
retail	5.9
store	5.98
that	4.94
even	5.58
carry	5.2
dvd	6.66
acquire	6.36
a	5.24
library	6.48
of	4.94
every	5.64
title	5.6
would	5.38
require	4.44
thousand	5.9
of	4.94
hour	5.32
hundred	5.82
of	4.94
mile	5.04
of	4.94
travel	7.18
and	5.22
a	5.24
good	7.2
slug	3.54
of	4.94
chance	6.44
we	6.38
begin	6.28
discuss	5.96
a	5.24
deal	6.32
we	6.38
d	4.72
give	6.54
him	5.54
money	7.3
and	5.22
dvd	6.66
in	5.5
exchange	5.68
for	5.22
his	5.56
data	5.7
i	5.92
love	8.42
negotiation	-1
and	5.22
i	5.92
m	5.06
pretty	7.32
good	7.2
at	4.9
it	5.02
in	5.5
large	6.06
part	4.98
this	5.06
be	5.68
because	5.0
it	5.02
s	5.04
easy	6.76
for	5.22
me	6.58
to	4.98
identify	5.58
with	5.72
other	5.04
people	6.16
s	5.04
need	4.84
i	5.92
m	5.06
able	6.56
to	4.98
understand	6.56
what	4.8
another	5.2
party	7.58
in	5.5
a	5.24
negotiation	-1
want	5.7
what	4.8
they	5.62
need	4.84
and	5.22
how	4.68
they	5.62
feel	5.9
about	5.16
get	5.92
it	5.02
because	5.0
i	5.92
can	5.62
quickly	5.82
identify	5.58
what	4.8
the	4.98
other	5.04
side	5.12
want	5.7
i	5.92
m	5.06
able	6.56
to	4.98
strategize	-1
more	6.24
efficiently	-1
about	5.16
how	4.68
we	6.38
can	5.62
come	5.82
to	4.98
a	5.24
mutually	-1
beneficial	-1
solution	6.84
with	5.72
erlewine	-1
though	4.78
thing	5.58
didn	4.8
t	4.84
go	5.54
so	5.08
smoothly	-1
over	4.82
the	4.98
phone	6.44
i	5.92
knew	5.94
what	4.8
he	5.42
want	5.7
he	5.42
knew	5.94
what	4.8
i	5.92
want	5.7
but	4.24
i	5.92
have	5.82
a	5.24
harder	4.44
time	5.74
understand	6.56
his	5.56
reluctance	-1
to	4.98
meet	6.38
in	5.5
the	4.98
middle	5.34
make	6.0
a	5.24
deal	6.32
would	5.38
help	6.08
both	5.9
of	4.94
us	6.26
and	5.22
our	6.08
phone	6.44
call	5.74
be	5.68
cordial	-1
but	4.24
he	5.42
kept	5.74
stall	-1
he	5.42
seem	5.24
reluctant	3.94
to	4.98
come	5.82
to	4.98
an	4.84
agreement	6.32
and	5.22
i	5.92
couldn	4.49
t	4.84
figure	5.5
out	4.62
why	4.98
so	5.08
i	5.92
flew	5.88
out	4.62
to	4.98
meet	6.38
him	5.54
in	5.5
person	5.54
one	5.4
tuesday	4.98
that	4.94
winter	5.9
i	5.92
get	5.92
on	5.56
a	5.24
plane	6.3
bound	4.6
for	5.22
grand	7.06
rapid	5.8
michigan	5.32
when	4.96
i	5.92
land	6.18
i	5.92
rent	3.84
a	5.24
subaru	-1
and	5.22
drove	5.26
north	5.52
to	4.98
big	6.22
rapid	5.8
i	5.92
be	5.68
expect	5.9
an	4.84
office	5.12
park	7.08
a	5.24
corporate	4.7
hq	-1
maybe	4.7
even	5.58
some	5.02
good	7.2
size	5.04
rapid	5.8
behind	4.42
the	4.98
building	5.94
but	4.24
the	4.98
address	5.6
michael	5.7
give	6.54
me	6.58
belong	5.8
to	4.98
a	5.24
big	6.22
house	6.34
in	5.5
a	5.24
residential	5.92
neighborhood	6.38
with	5.72
not	3.86
a	5.24
ripple	-1
in	5.5
sight	6.18
pickup	-1
truck	5.48
be	5.68
park	7.08
in	5.5
every	5.64
driveway	-1
flanneled	-1
men	5.94
be	5.68
shovel	-1
snow	6.32
from	5.18
their	5.16
yard	5.66
i	5.92
park	7.08
in	5.5
a	5.24
circular	5.64
drive	6.08
in	5.5
front	5.58
of	4.94
a	5.24
three	5.72
story	6.48
colonial	5.36
that	4.94
have	5.82
be	5.68
modify	-1
and	5.22
join	6.22
to	4.98
several	5.66
other	5.04
house	6.34
in	5.5
the	4.98
immediate	5.6
vicinity	-1
