	-1
size	5.04
by	4.98
the	4.98
people	6.16
sell	5.48
them	4.92
and	5.22
yet	4.7
a	5.24
small	4.52
academic	5.96
lab	5.44
only	4.92
need	4.84
a	5.24
very	6.12
very	6.12
small	4.52
quantity	5.8
he	5.42
realize	5.84
that	4.94
because	5.0
of	4.94
the	4.98
huge	6.14
difference	4.78
in	5.5
quantity	5.8
there	5.1
be	5.68
an	4.84
ability	6.68
to	4.98
do	5.76
some	5.02
very	6.12
interest	6.36
thing	5.58
with	5.72
pricing	-1
namely	5.24
if	4.66
you	6.24
broke	2.54
down	3.66
a	5.24
package	6.22
that	4.94
cost	4.1
you	6.24
a	5.24
hundred	5.82
dollar	7.02
into	5.04
the	4.98
small	4.52
package	6.22
that	4.94
be	5.68
quite	5.32
satisfactory	6.44
for	5.22
many	5.82
lab	5.44
you	6.24
could	5.52
convert	-1
it	5.02
into	5.04
a	5.24
thousand	5.9
dollar	7.02
worth	6.78
of	4.94
sale	6.58
so	5.08
he	5.42
have	5.82
a	5.24
money	7.3
machine	5.38
and	5.22
once	4.94
he	5.42
have	5.82
that	4.94
machine	5.38
he	5.42
hire	6.5
people	6.16
with	5.72
the	4.98
money	7.3
come	5.82
in	5.5
the	4.98
difference	4.78
between	5.1
a	5.24
hundred	5.82
dollar	7.02
and	5.22
a	5.24
thousand	5.9
dollar	7.02
the	4.98
people	6.16
he	5.42
hire	6.5
be	5.68
graduate	7.08
student	6.58
and	5.22
so	5.08
on	5.56
and	5.22
so	5.08
he	5.42
now	5.9
have	5.82
that	4.94
many	5.82
more	6.24
graduate	7.08
student	6.58
than	4.74
anybody	4.96
else	4.76
what	4.8
his	5.56
guy	5.92
be	5.68
do	5.76
be	5.68
make	6.0
money	7.3
but	4.24
they	5.62
be	5.68
in	5.5
the	4.98
lab	5.44
and	5.22
they	5.62
need	4.84
space	5.96
and	5.22
he	5.42
parlayed	-1
this	5.06
into	5.04
a	5.24
lot	5.78
more	6.24
space	5.96
that	4.94
be	5.68
what	4.8
schimke	-1
note	5.42
here	5.48
be	5.68
a	5.24
guy	5.92
who	5.06
be	5.68
clearly	6.18
of	4.94
that	4.94
kind	7.24
he	5.42
be	5.68
a	5.24
business	5.94
guy	5.92
strange	4.36
business	5.94
but	4.24
winston	-1
would	5.38
do	5.76
anything	5.34
to	4.98
make	6.0
money	7.3
the	4.98
reason	5.54
i	5.92
have	5.82
actually	5.3
met	5.82
winston	-1
be	5.68
to	4.98
come	5.82
out	4.62
here	5.48
and	5.22
buy	6.28
his	5.56
hepatitis	-1
clone	-1
from	5.18
him	5.54
for	5.22
ten	5.44
thousand	5.9
dollar	7.02
phil	5.34
whitcome	-1
have	5.82
say	5.54
if	4.66
that	4.94
s	5.04
what	4.8
you	6.24
want	5.7
and	5.22
you	6.24
can	5.62
t	4.84
get	5.92
it	5.02
out	4.62
of	4.94
abbott	-1
let	5.38
s	5.04
go	5.54
out	4.62
there	5.1
together	6.8
we	6.38
get	5.92
there	5.1
and	5.22
i	5.92
say	5.54
to	4.98
winston	-1
i	5.92
d	4.72
like	7.22
to	4.98
get	5.92
my	6.16
hand	5.9
on	5.56
that	4.94
clone	-1
because	5.0
i	5.92
want	5.7
to	4.98
do	5.76
it	5.02
and	5.22
the	4.98
people	6.16
at	4.9
abbott	-1
be	5.68
say	5.54
oh	4.84
it	5.02
will	6.02
take	5.18
forever	6.46
so	5.08
for	5.22
ten	5.44
thousand	5.9
dollar	7.02
i	5.92
brought	5.9
them	4.92
back	5.18
this	5.06
clone	-1
so	5.08
that	4.94
we	6.38
could	5.52
make	6.0
the	4.98
very	6.12
thing	5.58
that	4.94
i	5.92
be	5.68
hop	5.6
we	6.38
could	5.52
make	6.0
and	5.22
avoid	3.14
the	4.98
big	6.22
biohazard	-1
stuff	5.58
and	5.22
everything	5.96
else	4.76
because	5.0
this	5.06
be	5.68
absolutely	6.3
safe	7.04
be	5.68
that	4.94
the	4.98
go	5.54
price	5.0
be	5.68
there	5.1
a	5.24
go	5.54
price	5.0
there	5.1
be	5.68
no	3.48
go	5.54
price	5.0
in	5.5
fact	5.9
i	5.92
be	5.68
astonish	-1
that	4.94
i	5.92
could	5.52
even	5.58
get	5.92
the	4.98
clone	-1
because	5.0
most	6.22
of	4.94
the	4.98
thing	5.58
be	5.68
shepherd	-1
and	5.22
very	6.12
precious	7.34
and	5.22
so	5.08
on	5.56
but	4.24
he	5.42
have	5.82
do	5.76
the	4.98
impressive	7.04
thing	5.58
and	5.22
gotten	5.42
himself	5.42
a	5.24
clone	-1
when	4.96
i	5.92
offer	6.62
him	5.54
something	5.0
why	4.98
he	5.42
have	5.82
dollar	7.02
sign	5.66
for	5.22
eye	6.14
he	5.42
be	5.68
obviously	5.54
go	5.54
to	4.98
go	5.54
for	5.22
it	5.02
he	5.42
get	5.92
his	5.56
ten	5.44
thousand	5.9
dollar	7.02
and	5.22
that	4.94
pack	5.34
more	6.24
money	7.3
into	5.04
his	5.56
lab	5.44
more	6.24
space	5.96
more	6.24
student	6.58
but	4.24
the	4.98
sad	2.38
part	4.98
be	5.68
that	4.94
a	5.24
couple	7.3
year	5.38
later	4.6
i	5.92
have	5.82
left	4.64
abbott	-1
of	4.94
course	5.42
go	5.54
back	5.18
to	4.98
find	6.0
out	4.62
well	6.68
how	4.68
do	5.76
you	6.24
do	5.76
with	5.72
that	4.94
hepatitis	-1
clone	-1
it	5.02
be	5.68
still	5.14
in	5.5
the	4.98
refrigerator	-1
it	5.02
be	5.68
one	5.4
of	4.94
those	4.94
thing	5.58
your	5.6
own	6.16
idea	7.06
be	5.68
much	5.74
more	6.24
interest	6.36
than	4.74
the	4.98
other	5.04
guy	5.92
s	5.04
idea	7.06
and	5.22
if	4.66
you	6.24
ever	5.42
want	5.7
to	4.98
have	5.82
an	4.84
idea	7.06
lead	6.28
to	4.98
something	5.0
you	6.24
d	4.72
well	6.68
work	5.24
on	5.56
it	5.02
yourself	6.24
because	5.0
if	4.66
you	6.24
think	6.2
that	4.94
automatically	6.0
it	5.02
s	5.04
go	5.54
to	4.98
get	5.92
picked	6.08
up	6.14
by	4.98
somebody	5.3
else	4.76
it	5.02
won	8.1
t	4.84
be	5.68
but	4.24
that	4.94
s	5.04
amaze	-1
isn	4.86
t	4.84
it	5.02
it	5.02
seem	5.24
to	4.98
be	5.68
a	5.24
no	3.48
brainer	-1
that	4.94
a	5.24
hepatitis	-1
b	4.84
vaccine	-1
would	5.38
have	5.82
a	5.24
huge	6.14
market	6.28
	-1
rathmann	-1
yes	6.74
that	4.94
s	5.04
true	7.08
except	4.7
that	4.94
abbott	-1
be	5.68
not	3.86
interested	6.84
in	5.5
the	4.98
vaccine	-1
i	5.92
be	5.68
only	4.92
interested	6.84
in	5.5
the	4.98
diagnostic	5.02
see	6.06
our	6.08
kit	5.64
have	5.82
to	4.98
have	5.82
a	5.24
positive	7.8
in	5.5
there	5.1
that	4.94
have	5.82
a	5.24
surface	5.32
antigen	-1
so	5.08
it	5.02
be	5.68
not	3.86
a	5.24
huge	6.14
thing	5.58
to	4.98
do	5.76
it	5.02
would	5.38
be	5.68
a	5.24
very	6.12
significant	6.82
saving	6.96
in	5.5
the	4.98
factory	5.08
because	5.0
you	6.24
re	4.88
not	3.86
go	5.54
to	4.98
have	5.82
everything	5.96
thrown	4.46
into	5.04
a	5.24
biohazard	-1
mode	5.28
i	5.92
mean	3.68
biohazard	-1
mode	5.28
be	5.68
a	5.24
real	6.78
pain	2.1
i	5.92
remember	6.42
when	4.96
we	6.38
design	6.32
one	5.4
of	4.94
our	6.08
room	5.52
oh	4.84
my	6.16
god	7.28
because	5.0
of	4.94
the	4.98
biohazard	-1
issue	4.48
the	4.98
floor	5.16
have	5.82
to	4.98
be	5.68
pull	4.74
up	6.14
at	4.9
the	4.98
side	5.12
and	5.22
all	6.22
the	4.98
material	5.62
have	5.82
to	4.98
be	5.68
prove	5.74
to	4.98
be	5.68
a	5.24
special	7.2
grade	5.7
you	6.24
be	5.68
afraid	2.66
that	4.94
your	5.6
air	6.8
conditioning	-1
system	5.3
if	4.66
it	5.02
be	5.68
just	5.76
ordinary	5.02
steel	5.08
would	5.38
gradually	5.8
rust	4.02
and	5.22
then	5.34
the	4.98
rust	4.02
would	5.38
possibly	5.78
hold	5.7
bacteria	3.61
and	5.22
mean	3.68
thing	5.58
so	5.08
everything	5.96
have	5.82
to	4.98
be	5.68
stainless	-1
steel	5.08
from	5.18
begin	6.28
to	4.98
end	4.36
the	4.98
imposition	-1
of	4.94
biosafety	-1
consideration	6.12
on	5.56
your	5.6
space	5.96
be	5.68
what	4.8
kill	1.56
cetus	-1
cetus	-1
decide	5.84
to	4.98
move	5.72
ahead	6.08
and	5.22
when	4.96
ira	4.86
and	5.22
i	5.92
go	5.54
out	4.62
they	5.62
be	5.68
show	6.24
us	6.26
their	5.16
new	6.82
p	5.06
facility	5.26
and	5.22
it	5.02
wasn	4.63
t	4.84
ready	6.58
and	5.22
it	5.02
wasn	4.63
t	4.84
ready	6.58
the	4.98
second	5.38
time	5.74
we	6.38
come	5.82
out	4.62
and	5.22
they	5.62
be	5.68
do	5.76
it	5.02
up	6.14
right	6.54
genentech	-1
meanwhile	5.28
through	5.62
their	5.16
synthesis	5.7
of	4.94
course	5.42
do	5.76
everything	5.96
pl	-1
and	5.22
they	5.62
be	5.68
fly	6.32
they	5.62
flew	5.88
right	6.54
by	4.98
cetus	-1
cetus	-1
be	5.68
start	6.1
in	5.5
and	5.22
genentech	-1
be	5.68
start	6.1
in	5.5
so	5.08
genentech	-1
be	5.68
five	5.24
year	5.38
behind	4.42
and	5.22
genentech	-1
have	5.82
flown	5.64
by	4.98
them	4.92
by	4.98
hughes	5.06
so	5.08
you	6.24
think	6.2
that	4.94
the	4.98
resource	6.46
put	5.04
into	5.04
building	5.94
the	4.98
p	5.06
lab	5.44
be	5.68
one	5.4
of	4.94
the	4.98
thing	5.58
that	4.94
account	5.5
for	5.22
cetus	-1
s	5.04
problem	2.98
rathmann	-1
well	6.68
the	4.98
whole	5.88
process	5.46
not	3.86
just	5.76
the	4.98
financial	5.42
resource	6.46
the	4.98
delay	3.38
and	5.22
make	6.0
sure	6.32
that	4.94
everything	5.96
be	5.68
okay	6.56
on	5.56
top	6.76
of	4.94
okay	6.56
on	5.56
top	6.76
of	4.94
okay	6.56
and	5.22
when	4.96
you	6.24
ve	4.92
get	5.92
people	6.16
that	4.94
can	5.62
say	5.54
no	3.48
when	4.96
i	5.92
m	5.06
pretty	7.32
sure	6.32
they	5.62
could	5.52
say	5.54
yes	6.74
it	5.02
s	5.04
go	5.54
to	4.98
lead	6.28
to	4.98
interminable	-1
delay	3.38
that	4.94
s	5.04
exactly	6.0
what	4.8
happen	5.28
they	5.62
be	5.68
not	3.86
much	5.74
far	4.38
along	5.48
after	5.08
about	5.16
a	5.24
year	5.38
after	5.08
we	6.38
first	6.82
met	5.82
them	4.92
than	4.74
they	5.62
be	5.68
at	4.9
the	4.98
begin	6.28
because	5.0
they	5.62
be	5.68
just	5.76
go	5.54
through	5.62
this	5.06
process	5.46
they	5.62
eventually	5.28
solve	6.58
the	4.98
problem	2.98
but	4.24
the	4.98
much	5.74
well	6.68
solution	6.84
be	5.68
to	4.98
be	5.68
able	6.56
to	4.98
do	5.76
it	5.02
safely	6.96
and	5.22
surely	6.26
in	5.5
a	5.24
pl	-1
facility	5.26
in	5.5
fact	5.9
all	6.22
the	4.98
way	5.24
along	5.48
when	4.96
we	6.38
be	5.68
do	5.76
this	5.06
at	4.9
amgen	-1
we	6.38
would	5.38
go	5.54
into	5.04
place	5.56
phillips	5.66
petroleum	4.28
be	5.68
set	5.58
one	5.4
up	6.14
i	5.92
remember	6.42
go	5.54
to	4.98
theirs	-1
man	5.9
oh	4.84
man	5.9
they	5.62
have	5.82
rigidity	-1
in	5.5
their	5.16
system	5.3
that	4.94
you	6.24
wouldn	4.4
t	4.84
believe	6.7
you	6.24
couldn	4.49
t	4.84
get	5.92
from	5.18
one	5.4
place	5.56
to	4.98
another	5.2
without	3.54
a	5.24
lock	4.58
door	5.38
and	5.22
a	5.24
pas	5.12
and	5.22
then	5.34
certain	6.06
people	6.16
could	5.52
get	5.92
in	5.5
and	5.22
some	5.02
people	6.16
couldn	4.49
t	4.84
get	5.92
in	5.5
nobody	3.64
have	5.82
any	5.22
more	6.24
hazard	-1
than	4.74
anybody	4.96
else	4.76
but	4.24
it	5.02
be	5.68
treat	6.74
as	5.22
though	4.78
in	5.5
one	5.4
case	5.02
you	6.24
have	5.82
to	4.98
do	5.76
enormous	5.6
thing	5.58
and	5.22
then	5.34
in	5.5
the	4.98
genentech	-1
case	5.02
you	6.24
do	5.76
very	6.12
little	4.6
hughes	5.06
in	5.5
contrast	4.94
to	4.98
the	4.98
other	5.04
story	6.48
that	4.94
i	5.92
ve	4.92
heard	5.36
about	5.16
the	4.98
beginning	6.04
of	4.94
biotech	-1
company	5.44
amgen	-1
be	5.68
the	4.98
vision	6.62
of	4.94
venture	5.64
capitalist	4.84
who	5.06
then	5.34
look	5.54
around	5.62
for	5.22
some	5.02
scientist	6.18
be	5.68
that	4.94
really	5.84
the	4.98
way	5.24
it	5.02
go	5.54
rathmann	-1
i	5.92
think	6.2
that	4.94
s	5.04
true	7.08
yes	6.74
hughes	5.06
do	5.76
any	5.22
other	5.04
company	5.44
start	6.1
that	4.94
way	5.24
rathmann	-1
i	5.92
don	4.98
t	4.84
know	6.1
these	5.1
venture	5.64
capitalist	4.84
have	5.82
be	5.68
involve	5.8
in	5.5
the	4.98
start	6.1
of	4.94
cetus	-1
and	5.22
in	5.5
the	4.98
start	6.1
of	4.94
biogen	-1
so	5.08
to	4.98
say	5.54
that	4.94
biogen	-1
wasn	4.63
t	4.84
form	5.28
the	4.98
same	5.36
way	5.24
would	5.38
be	5.68
kind	7.24
of	4.94
hard	4.1
to	4.98
argue	3.0
for	5.22
because	5.0
moshe	-1
alafi	-1
be	5.68
at	4.9
biogen	-1
and	5.22
several	5.66
of	4.94
the	4.98
other	5.04
	-1
venture	5.64
capitalist	4.84
that	4.94
we	6.38
dealt	5.1
with	5.72
be	5.68
bill	3.64
bowes	-1
have	5.82
be	5.68
involve	5.8
at	4.9
cetus	-1
and	5.22
so	5.08
have	5.82
sam	5.42
wolstadter	-1
the	4.98
two	5.4
of	4.94
them	4.92
be	5.68
venture	5.64
capitalist	4.84
hughes	5.06
so	5.08
they	5.62
knew	5.94
the	4.98
business	5.94
as	5.22
well	6.68
as	5.22
anybody	4.96
guess	5.64
rathmann	-1
yes	6.74
as	5.22
much	5.74
experience	6.34
as	5.22
there	5.1
be	5.68
in	5.5
the	4.98
financing	5.64
of	4.94
recombinant	-1
dna	5.4
hughes	5.06
but	4.24
you	6.24
could	5.52
also	5.42
argue	3.0
that	4.94
because	5.0
they	5.62
have	5.82
be	5.68
involve	5.8
with	5.72
these	5.1
other	5.04
biotech	-1
company	5.44
they	5.62
would	5.38
say	5.54
well	6.68
that	4.94
niche	-1
have	5.82
be	5.68
fill	5.7
how	4.68
be	5.68
another	5.2
biotech	-1
company	5.44
go	5.54
to	4.98
get	5.92
off	4.02
the	4.98
ground	5.26
rathmann	-1
i	5.92
think	6.2
a	5.24
version	5.28
of	4.94
that	4.94
be	5.68
what	4.8
i	5.92
understood	6.58
and	5.22
that	4.94
be	5.68
there	5.1
be	5.68
undoubtedly	5.45
room	5.52
for	5.22
another	5.2
biotech	-1
company	5.44
that	4.94
be	5.68
the	4.98
statement	5.26
that	4.94
be	5.68
make	6.0
to	4.98
me	6.58
when	4.96
there	5.1
be	5.68
the	4.98
question	4.98
of	4.94
my	6.16
go	5.54
to	4.98
amgen	-1
hughes	5.06
on	5.56
what	4.8
basis	5.38
do	5.76
people	6.16
say	5.54
that	4.94
rathmann	-1
just	5.76
the	4.98
belief	6.08
that	4.94
there	5.1
be	5.68
room	5.52
for	5.22
another	5.2
biotech	-1
company	5.44
they	5.62
figure	5.5
that	4.94
it	5.02
be	5.68
go	5.54
to	4.98
be	5.68
very	6.12
important	6.32
and	5.22
in	5.5
fact	5.9
it	5.02
prove	5.74
to	4.98
be	5.68
true	7.08
laugh	8.22
dozen	5.46
of	4.94
biotech	-1
company	5.44
form	5.28
after	5.08
that	4.94
ihere	-1
be	5.68
two	5.4
thing	5.58
one	5.4
be	5.68
that	4.94
there	5.1
be	5.68
plenty	6.98
of	4.94
room	5.52
because	5.0
there	5.1
be	5.68
lot	5.78
of	4.94
thing	5.58
to	4.98
do	5.76
the	4.98
other	5.04
be	5.68
that	4.94
it	5.02
hadn	4.52
t	4.84
be	5.68
do	5.76
quite	5.32
right	6.54
the	4.98
cetus	-1
plan	6.14
wasn	4.63
t	4.84
quite	5.32
right	6.54
they	5.62
become	5.7
very	6.12
sluggish	-1
they	5.62
get	5.92
very	6.12
big	6.22
very	6.12
fast	6.44
and	5.22
they	5.62
have	5.82
a	5.24
number	5.3
of	4.94
different	5.38
problem	2.98
they	5.62
try	6.02
to	4.98
organize	-1
cetus	-1
immune	-1
and	5.22
cetus	-1
palo	-1
alto	-1
and	5.22
cetus	-1
here	5.48
and	5.22
cetus	-1
there	5.1
the	4.98
net	5.96
effect	5.16
be	5.68
that	4.94
they	5.62
lose	2.76
control	5.38
of	4.94
what	4.8
they	5.62
be	5.68
try	6.02
to	4.98
do	5.76
they	5.62
be	5.68
building	5.94
up	6.14
cost	4.1
fast	6.44
and	5.22
not	3.86
building	5.94
up	6.14
effectiveness	6.78
so	5.08
cetus	-1
have	5.82
certain	6.06
unique	6.98
problem	2.98
biogen	-1
be	5.68
form	5.28
in	5.5
combination	6.14
with	5.72
international	6.56
nickel	5.56
whether	4.92
that	4.94
be	5.68
good	7.2
or	4.98
bad	2.64
i	5.92
haven	6.54
t	4.84
any	5.22
idea	7.06
but	4.24
it	5.02
be	5.68
different	5.38
i	5.92
be	5.68
sure	6.32
that	4.94
if	4.66
you	6.24
get	5.92
yourself	6.24
allied	5.88
with	5.72
a	5.24
company	5.44
too	5.22
early	5.66
they	5.62
might	5.08
not	3.86
want	5.7
to	4.98
spend	5.04
the	4.98
money	7.3
or	4.98
something	5.0
else	4.76
i	5.92
think	6.2
it	5.02
be	5.68
the	4.98
venture	5.64
capital	5.92
arm	5.5
of	4.94
international	6.56
nickel	5.56
moshe	-1
alafi	-1
say	5.54
i	5.92
d	4.72
like	7.22
you	6.24
to	4.98
come	5.82
to	4.98
biogen	-1
he	5.42
be	5.68
one	5.4
of	4.94
the	4.98
guy	5.92
i	5.92
met	5.82
to	4.98
get	5.92
amgen	-1
start	6.1
but	4.24
he	5.42
also	5.42
have	5.82
be	5.68
a	5.24
founder	5.88
of	4.94
biogen	-1
so	5.08
he	5.42
be	5.68
very	6.12
interested	6.84
in	5.5
biogen	-1
and	5.22
he	5.42
say	5.54
george	5.26
i	5.92
want	5.7
you	6.24
to	4.98
see	6.06
biogen	-1
because	5.0
maybe	4.7
you	6.24
ll	4.82
like	7.22
it	5.02
well	6.68
so	5.08
he	5.42
have	5.82
me	6.58
go	5.54
out	4.62
to	4.98
visit	6.54
boston	5.76
ana	-1
biogen	-1
he	5.42
be	5.68
pretty	7.32
much	5.74
a	5.24
prime	6.46
mover	-1
both	5.9
there	5.1
and	5.22
at	4.9
amgen	-1
hughes	5.06
and	5.22
what	4.8
do	5.76
you	6.24
think	6.2
of	4.94
biogen	-1
rathmann	-1
well	6.68
i	5.92
thought	6.38
that	4.94
wally	-1
gilbert	5.08
who	5.06
get	5.92
a	5.24
nobel	-1
prize	7.62
be	5.68
an	4.84
extremely	5.7
attractive	7.48
guy	5.92
phil	5.34
sharp	4.84
be	5.68
very	6.12
capable	6.74
they	5.62
have	5.82
put	5.04
themselves	5.02
in	5.5
a	5.24
dungeon	-1
somewhere	5.28
boston	5.76
be	5.68
not	3.86
an	4.84
easy	6.76
place	5.56
to	4.98
find	6.0
fresh	7.26
space	5.96
the	4.98
business	5.94
park	7.08
at	4.9
amgen	-1
be	5.68
much	5.74
more	6.24
interest	6.36
to	4.98
me	6.58
than	4.74
go	5.54
into	5.04
some	5.02
crummy	-1
place	5.56
that	4.94
wasn	4.63
t	4.84
clean	6.9
and	5.22
wasn	4.63
t	4.84
new	6.82
at	4.9
all	6.22
i	5.92
be	5.68
just	5.76
stand	5.6
there	5.1
think	6.2
oh	4.84
boy	6.24
i	5.92
ve	4.92
get	5.92
lot	5.78
of	4.94
worry	2.82
if	4.66
we	6.38
have	5.82
to	4.98
start	6.1
this	5.06
way	5.24
hughes	5.06
plus	6.76
you	6.24
have	5.82
the	4.98
legacy	5.9
of	4.94
how	4.68
cambridge	6.0
react	5.16
to	4.98
the	4.98
recombinant	-1
dna	5.4
issue	4.48
rathmann	-1
well	6.68
it	5.02
be	5.68
very	6.12
clear	6.3
you	6.24
didn	4.8
t	4.84
want	5.7
to	4.98
be	5.68
there	5.1
unless	4.24
that	4.94
legacy	5.9
be	5.68
go	5.54
forever	6.46
and	5.22
you	6.24
weren	-1
t	4.84
really	5.84
sure	6.32
	-1
hughes	5.06
rathmann	-1
the	4.98
reason	5.54
why	4.98
i	5.92
didn	4.8
t	4.84
take	5.18
the	4.98
job	5.96
be	5.68
that	4.94
biogen	-1
at	4.9
that	4.94
time	5.74
be	5.68
a	5.24
dutch	5.62
antilles	-1
company	5.44
because	5.0
they	5.62
have	5.82
figure	5.5
out	4.62
there	5.1
would	5.38
be	5.68
some	5.02
tax	2.86
saving	6.96
in	5.5
be	5.68
a	5.24
dutch	5.62
company	5.44
biogen	-1
have	5.82
their	5.16
primary	5.88
operation	3.72
in	5.5
geneva	-1
switzerland	6.76
they	5.62
have	5.82
scientific	6.44
advisor	-1
in	5.5
ireland	5.98
and	5.22
scotland	6.68
and	5.22
germany	5.94
so	5.08
they	5.62
be	5.68
already	5.28
in	5.5
some	5.02
trouble	2.78
from	5.18
the	4.98
logistics	-1
standpoint	-1
they	5.62
offer	6.62
me	6.58
the	4.98
u	5.52
s	5.04
job	5.96
but	4.24
here	5.48
you	6.24
ve	4.92
get	5.92
sit	5.36
over	4.82
in	5.5
geneva	-1
the	4.98
real	6.78
job	5.96
i	5.92
say	5.54
no	3.48
thank	7.4
you	6.24
very	6.12
much	5.74
i	5.92
didn	4.8
t	4.84
need	4.84
that	4.94
idea	7.06
that	4.94
you	6.24
be	5.68
start	6.1
out	4.62
a	5.24
subsidiary	4.9
and	5.22
there	5.1
s	5.04
some	5.02
uncertainty	3.64
here	5.48
when	4.96
thing	5.58
be	5.68
go	5.54
on	5.56
and	5.22
everybody	6.2
s	5.04
establish	5.9
you	6.24
could	5.52
work	5.24
something	5.0
out	4.62
but	4.24
when	4.96
you	6.24
re	4.88
just	5.76
get	5.92
start	6.1
and	5.22
you	6.24
start	6.1
out	4.62
with	5.72
that	4.94
kind	7.24
of	4.94
disadvantage	-1
it	5.02
didn	4.8
t	4.84
intrigue	-1
me	6.58
at	4.9
all	6.22
so	5.08
i	5.92
pass	5.9
it	5.02
up	6.14
you	6.24
also	5.42
have	5.82
very	6.12
senior	5.64
scientist	6.18
in	5.5
charge	4.9
of	4.94
each	5.4
of	4.94
these	5.1
lab	5.44
spread	5.48
out	4.62
over	4.82
the	4.98
european	5.94
continent	6.0
and	5.22
britain	5.78
it	5.02
seem	5.24
to	4.98
me	6.58
quite	5.32
a	5.24
different	5.38
model	5.8
than	4.74
for	5.22
example	5.58
genentech	-1
where	5.02
the	4.98
early	5.66
scientist	6.18
be	5.68
all	6.22
fresh	7.26
out	4.62
of	4.94
academic	5.96
laboratory	5.92
they	5.62
be	5.68
start	6.1
their	5.16
career	6.66
they	5.62
weren	-1
t	4.84
big	6.22
authority	4.74
figure	5.5
it	5.02
would	5.38
be	5.68
hard	4.1
wouldn	4.4
t	4.84
it	5.02
to	4.98
get	5.92
cohesion	-1
in	5.5
a	5.24
group	5.92
of	4.94
men	5.94
who	5.06
have	5.82
the	4.98
prestige	-1
of	4.94
that	4.94
group	5.92
it	5.02
be	5.68
clear	6.3
that	4.94
there	5.1
be	5.68
a	5.24
difference	4.78
in	5.5
biogen	-1
relative	6.58
to	4.98
what	4.8
i	5.92
be	5.68
use	5.64
to	4.98
at	4.9
m	5.06
in	5.5
other	5.04
word	5.56
my	6.16
idea	7.06
of	4.94
how	4.68
you	6.24
run	5.48
a	5.24
business	5.94
the	4.98
m	5.06
way	5.24
if	4.66
you	6.24
want	5.7
to	4.98
break	5.04
it	5.02
down	3.66
into	5.04
division	4.36
that	4.94
s	5.04
fine	6.74
and	5.22
each	5.4
division	4.36
becomes	5.8
a	5.24
model	5.8
of	4.94
a	5.24
company	5.44
you	6.24
have	5.82
get	5.92
your	5.6
general	5.32
manager	5.02
your	5.6
technical	5.38
director	5.8
your	5.6
marketing	5.2
guy	5.92
and	5.22
your	5.6
manufacturing	5.66
guy	5.92
every	5.64
division	4.36
of	4.94
m	5.06
have	5.82
those	4.94
people	6.16
and	5.22
every	5.64
division	4.36
operate	4.74
as	5.22
autonomously	-1
as	5.22
they	5.62
could	5.52
they	5.62
like	7.22
the	4.98
idea	7.06
of	4.94
autonomy	5.86
as	5.22
a	5.24
driver	5.7
of	4.94
individual	5.72
think	6.2
and	5.22
all	6.22
the	4.98
rest	7.18
so	5.08
what	4.8
you	6.24
weren	-1
t	4.84
use	5.64
to	4.98
at	4.9
m	5.06
be	5.68
that	4.94
you	6.24
set	5.58
up	6.14
a	5.24
board	4.76
of	4.94
outside	5.8
people	6.16
everybody	6.2
in	5.5
a	5.24
m	5.06
division	4.36
be	5.68
full	6.22
time	5.74
work	5.24
on	5.56
your	5.6
program	5.68
you	6.24
could	5.52
be	5.68
like	7.22
a	5.24
little	4.6
company	5.44
all	6.22
contain	5.7
but	4.24
you	6.24
re	4.88
try	6.02
to	4.98
act	6.0
totally	6.02
independently	-1
and	5.22
what	4.8
you	6.24
don	4.98
t	4.84
need	4.84
in	5.5
a	5.24
way	5.24
be	5.68
a	5.24
group	5.92
of	4.94
advisor	-1
come	5.82
in	5.5
once	4.94
every	5.64
three	5.72
month	5.18
to	4.98
tell	5.42
you	6.24
what	4.8
to	4.98
do	5.76
that	4.94
be	5.68
the	4.98
scary	2.58
part	4.98
about	5.16
biogen	-1
in	5.5
july	5.98
of	4.94
there	5.1
be	5.68
an	4.84
article	5.52
in	5.5
fortune	7.3
that	4.94
convince	5.78
me	6.58
beyond	5.5
any	5.22
doubt	3.16
that	4.94
i	5.92
want	5.7
to	4.98
be	5.68
in	5.5
recombinant	-1
dna	5.4
i	5.92
have	5.82
plan	6.14
to	4.98
get	5.92
an	4.84
education	6.88
i	5.92
have	5.82
be	5.68
three	5.72
month	5.18
in	5.5
that	4.94
process	5.46
try	6.02
to	4.98
get	5.92
winston	-1
to	4.98
get	5.92
me	6.58
a	5.24
place	5.56
in	5.5
the	4.98
lab	5.44
but	4.24
the	4.98
real	6.78
decision	5.06
that	4.94
this	5.06
be	5.68
where	5.02
i	5.92
want	5.7
to	4.98
spend	5.04
my	6.16
time	5.74
be	5.68
in	5.5
june	6.32
of	4.94
when	4.96
they	5.62
have	5.82
an	4.84
article	5.52
on	5.56
biogen	-1
what	4.8
they	5.62
point	5.42
out	4.62
in	5.5
that	4.94
article	5.52
be	5.68
i	5.92
remember	6.42
the	4.98
phrase	5.44
the	4.98
scientist	6.18
have	5.82
their	5.16
hand	5.9
on	5.56
our	6.08
jugular	-1
that	4.94
always	6.48
seem	5.24
to	4.98
me	6.58
to	4.98
be	5.68
the	4.98
right	6.54
way	5.24
to	4.98
do	5.76
it	5.02
if	4.66
you	6.24
re	4.88
go	5.54
to	4.98
be	5.68
a	5.24
science	6.86
base	5.08
business	5.94
for	5.22
gosh	5.0
sake	5.66
recognize	6.08
who	5.06
s	5.04
